issuer,document_id,ticker,report_date,micro_score,macro_score,news_score,quant_score,forward_return,window_trading_days,outcome_label,predicted_signal_default,correct_default,predicted_signal_tuned,correct_tuned,tuned_hold_upper,blend_predicted_signal_default,blend_correct_default,blend_predicted_signal_tuned,blend_correct_tuned,blend_tuned_weights
p2_charles_schwab,SCHW_FQ4_2025,SCHW,2026-01-21,0.5,0.25,,0.141283,0.016505,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_citigroup,C_FQ1_2025,C,2025-04-15,0.15,-0.3,,-0.129659,0.030623,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_citigroup,C_FQ2_2025,C,2025-07-15,0.15,0.1,,0.730696,0.036155,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_citigroup,C_FQ3_2025,C,2025-10-14,0.3,0.3,,0.191295,-0.015925,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_citigroup,C_FQ4_2025,C,2026-01-14,0.3,0.25,,-0.234196,0.028912,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_coca_cola,KO_FQ1_2026,KO,2026-04-28,0.3,-0.3,,0.1489,0.001659,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_coca_cola,KO_FQ2_2025,KO,2025-07-22,0.3,0.1,,0.119284,-0.004019,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_coca_cola,KO_FQ4_2025,KO,2026-02-10,0.15,0.25,,0.392886,0.034891,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_coinbase,COIN_FQ1_2026,COIN,2026-05-07,-0.35,-0.3,,-0.150097,0.098725,5,BUY,SELL,False,SELL,False,0.3,SELL,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_coinbase,COIN_FQ3_2025,COIN,2025-10-30,0.6,0.3,,0.537975,-0.101336,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_coinbase,COIN_FQ4_2025,COIN,2026-02-12,-0.1,0.25,,-0.992801,0.214473,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,SELL,False,"(0.2, 0.0, 0.0, 0.8)"
p2_disney,DIS_FQ1_2025,DIS,2025-05-07,0.2,-0.3,,0.62851,0.106279,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_disney,DIS_FQ3_2025,DIS,2025-11-13,0.25,0.3,,0.320952,-0.045628,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_disney,DIS_FQ4_2025,DIS,2026-02-02,0.3,0.25,,0.010839,0.025658,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_eli_lilly,LLY_FQ1_2026,LLY,2026-04-30,0.85,-0.3,,0.25805,0.043184,5,BUY,BUY,True,BUY,True,0.3,BUY,True,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_eli_lilly,LLY_FQ3_2025,LLY,2025-10-30,-0.35,0.3,,0.529743,0.110053,5,BUY,SELL,False,SELL,False,0.3,SELL,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_eli_lilly,LLY_FQ4_2025,LLY,2026-02-04,0.8,0.25,,-0.045859,-0.083017,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_goldman_sachs,GS_FQ1_2025,GS,2025-04-14,0.1,-0.3,,0.08295,0.031767,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_goldman_sachs,GS_FQ1_2026,GS,2026-04-13,0.15,-0.3,,0.452182,0.057196,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_goldman_sachs,GS_FQ2_2025,GS,2025-07-16,0.3,0.1,,0.583839,0.012274,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_goldman_sachs,GS_FQ3_2025,GS,2025-10-14,0.3,0.3,,0.226981,-0.015284,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_goldman_sachs,GS_FQ4_2025,GS,2026-01-15,0.3,0.25,,0.483402,-0.058389,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_ibm,IBM_FQ1_2026,IBM,2026-04-22,0.3,-0.3,,0.290203,-0.098309,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_ibm,IBM_FQ2_2025,IBM,2025-07-23,0.5,0.1,,0.11943,-0.077125,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_ibm,IBM_FQ4_2025,IBM,2026-01-28,0.35,0.25,,-0.010574,-0.017372,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_jpm,JPM_FQ1_2025,JPM,2025-04-11,-0.5,-0.3,,0.184149,-0.030525,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_jpm,JPM_FQ2_2025,JPM,2025-07-15,0.3,0.1,,0.449048,0.01703,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_jpm,JPM_FQ3_2025,JPM,2025-10-14,0.15,0.3,,0.107265,-0.016519,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_jpm,JPM_FQ4_2025,JPM,2026-01-13,0.2,0.25,,0.08644,-0.028498,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_lowes,LOW_FQ1_2025,LOW,2025-05-21,0.0,-0.3,,0.302582,-0.010731,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,BUY,False,"(0.0, 0.0, 0.2, 0.8)"
p2_lowes,LOW_FQ1_2026,LOW,2026-05-20,0.0,-0.3,,-0.313772,-0.01416,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,SELL,False,"(0.0, 0.0, 0.2, 0.8)"
p2_lowes,LOW_FQ2_2025,LOW,2025-08-20,0.2,0.0,,0.445691,0.00595,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_lowes,LOW_FQ3_2025,LOW,2025-11-19,-0.15,0.1,,-0.195018,0.057791,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_lowes,LOW_FQ4_2025,LOW,2026-02-25,-0.15,-0.1,,0.060913,-0.016729,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_lululemon,LULU_FQ1_2026,LULU,2026-06-04,-0.5,-0.3,,-0.068054,-0.024656,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_lululemon,LULU_FQ3_2025,LULU,2025-12-11,-0.5,0.1,,0.591468,0.150259,5,BUY,SELL,False,SELL,False,0.3,SELL,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_lululemon,LULU_FQ4_2025,LULU,2026-03-17,-0.5,-0.1,,-0.086357,0.010548,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_maersk,AMKBY_FQ1_2025,AMKBY,2025-02-05,0.0,,,0.159742,0.068702,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_maersk,AMKBY_FQ2_2025,AMKBY,2025-08-07,0.5,0.1,,0.371529,0.033613,5,BUY,BUY,True,BUY,True,0.3,BUY,True,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_maersk,AMKBY_FQ3_2025,AMKBY,2025-11-06,0.35,0.3,,-0.253016,-0.032323,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_maersk,AMKBY_FQ4_2025,AMKBY,2026-02-05,-0.5,0.25,,-0.298996,-0.042184,5,SELL,SELL,True,SELL,True,0.3,SELL,True,SELL,True,"(0.2, 0.0, 0.0, 0.8)"
p2_mcdonalds,MCD_FQ1_2026,MCD,2026-05-07,-0.1,-0.3,,-0.150618,-0.030772,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_mcdonalds,MCD_FQ4_2024,MCD,2025-02-10,-0.1,,,0.037503,-0.01164,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_mcdonalds,MCD_FQ4_2025,MCD,2026-02-11,0.25,0.25,,0.236211,0.012066,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_meta,META_FQ1_2026,META,2026-04-29,-0.5,-0.3,,0.61586,-0.084051,5,SELL,SELL,True,SELL,True,0.3,SELL,True,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_meta,META_FQ3_2025,META,2025-10-29,-0.45,0.3,,0.202577,-0.153951,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_meta,META_FQ4_2025,META,2026-01-28,0.5,0.25,,0.181791,0.000389,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.2, 0.6)"
p2_netflix,NFLX_FQ1_2025,NFLX,2025-04-17,0.2,-0.3,,0.398982,0.132062,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_netflix,NFLX_FQ1_2026,NFLX,2026-04-16,0.2,-0.3,,0.217062,-0.138881,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_netflix,NFLX_FQ2_2025,NFLX,2025-07-17,0.3,0.1,,0.142344,-0.07331,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_netflix,NFLX_FQ3_2025,NFLX,2025-10-21,0.0,0.3,,-0.248131,-0.111854,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_netflix,NFLX_FQ4_2024,NFLX,2025-01-21,0.8,,,-0.177804,0.117457,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_netflix,NFLX_FQ4_2025,NFLX,2026-01-20,0.6,0.25,,-0.187754,-0.019253,5,HOLD,BUY,False,BUY,False,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_nike,NKE_FQ1_2025,NKE,2025-03-20,-0.5,0.0,,0.324786,-0.084331,5,SELL,SELL,True,SELL,True,0.3,SELL,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_nike,NKE_FQ2_2025,NKE,2025-06-26,-0.5,-0.5,,0.32368,0.221458,5,BUY,SELL,False,SELL,False,0.3,SELL,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_nike,NKE_FQ3_2025,NKE,2025-09-30,-0.5,0.0,,0.201064,-0.01176,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_nvidia,NVDA_FQ1_2025,NVDA,2025-05-28,-0.5,-0.5,,0.604974,0.052741,5,BUY,SELL,False,SELL,False,0.3,SELL,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_nvidia,NVDA_FQ2_2025,NVDA,2025-08-27,0.35,0.0,,0.174829,-0.054736,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_nvidia,NVDA_FQ3_2025,NVDA,2025-11-19,0.6,0.1,,0.045417,-0.033562,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_nvidia,NVDA_FQ4_2025,NVDA,2026-02-25,0.75,-0.1,,0.195804,-0.064021,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_target,TGT_FQ1_2025,TGT,2025-05-21,-0.5,-0.3,,-0.160811,0.019998,5,HOLD,SELL,False,SELL,False,0.3,SELL,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_target,TGT_FQ1_2026,TGT,2026-05-20,0.3,-0.3,,0.25538,0.051663,5,BUY,BUY,True,HOLD,False,0.3,BUY,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_target,TGT_FQ2_2025,TGT,2025-08-20,0.0,0.0,,0.168491,-0.007397,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_target,TGT_FQ3_2025,TGT,2025-11-19,-0.5,0.1,,0.012891,0.043216,5,BUY,SELL,False,SELL,False,0.3,SELL,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_tesla,TSLA_FQ1_2026,TSLA,2026-04-22,0.35,-0.3,,0.458963,-0.03796,5,SELL,BUY,False,BUY,False,0.3,BUY,False,BUY,False,"(0.2, 0.0, 0.0, 0.8)"
p2_tesla,TSLA_FQ3_2025,TSLA,2025-10-22,0.6,0.3,,-0.134916,0.051347,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_tesla,TSLA_FQ4_2025,TSLA,2026-01-28,0.6,0.25,,-0.110975,-0.058986,5,SELL,BUY,False,BUY,False,0.3,BUY,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_uber,UBER_FQ1_2025,UBER,2025-05-07,0.25,-0.3,,0.776766,0.080813,5,BUY,HOLD,False,HOLD,False,0.3,HOLD,False,BUY,True,"(0.2, 0.0, 0.0, 0.8)"
p2_uber,UBER_FQ1_2026,UBER,2026-05-06,0.3,-0.3,,-0.462593,-0.056461,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,SELL,True,"(0.2, 0.0, 0.0, 0.8)"
p2_uber,UBER_FQ2_2025,UBER,2025-08-06,0.3,0.1,,-0.560979,0.018045,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,SELL,False,"(0.2, 0.0, 0.0, 0.8)"
p2_uber,UBER_FQ4_2025,UBER,2026-02-04,0.3,0.25,,-0.687121,-0.039367,5,SELL,BUY,False,HOLD,False,0.3,BUY,False,SELL,True,"(0.2, 0.0, 0.0, 0.8)"
p2_walmart,WMT_FQ1_2025,WMT,2025-05-15,0.1,-0.3,,0.192326,-0.004359,5,HOLD,HOLD,True,HOLD,True,0.3,HOLD,True,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_walmart,WMT_FQ1_2026,WMT,2026-05-21,0.15,-0.3,,0.042297,-0.046069,5,SELL,HOLD,False,HOLD,False,0.3,HOLD,False,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_walmart,WMT_FQ2_2025,WMT,2025-08-21,0.3,0.0,,0.070534,-0.018885,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
p2_walmart,WMT_FQ3_2025,WMT,2025-11-20,0.5,0.1,,-0.107237,0.031743,5,BUY,BUY,True,BUY,True,0.3,BUY,True,HOLD,False,"(0.2, 0.0, 0.0, 0.8)"
p2_walmart,WMT_FQ4_2025,WMT,2026-02-19,0.3,-0.1,,0.219437,-0.003604,5,HOLD,BUY,False,HOLD,True,0.3,BUY,False,HOLD,True,"(0.2, 0.0, 0.0, 0.8)"
