rater,report_date,ticker,decision,gap,net,equity
LLM (DeepSeek),2025-07-16,UAL,BUY,0.0387,0.0377,1.3706
LLM (DeepSeek),2025-07-17,SCHW,BUY,0.028,0.027,1.4075
LLM (DeepSeek),2025-07-17,NFLX,BUY,-0.0253,-0.0263,1.3705
LLM (DeepSeek),2025-07-17,PEP,HOLD,0.0056,0.0,1.3705
LLM (DeepSeek),2025-07-22,KO,HOLD,0.0,0.0,1.3705
LLM (DeepSeek),2025-07-22,LMT,SELL,0.0074,-0.0084,1.3591
LLM (DeepSeek),2025-07-23,IBM,BUY,-0.0736,-0.0746,1.2576
LLM (DeepSeek),2025-07-23,HLT,HOLD,-0.0015,-0.0,1.2576
LLM (DeepSeek),2025-07-24,MC.PA,HOLD,-0.0113,-0.0,1.2576
LLM (DeepSeek),2025-07-29,BA,HOLD,0.0078,0.0,1.2576
LLM (DeepSeek),2025-07-29,BCS,HOLD,-0.0046,-0.0,1.2576
LLM (DeepSeek),2025-07-30,F,SELL,-0.0097,0.0087,1.2685
LLM (DeepSeek),2025-07-31,AAPL,HOLD,0.0159,0.0,1.2685
LLM (DeepSeek),2025-07-31,CVS,BUY,0.0035,0.0025,1.2717
LLM (DeepSeek),2025-08-04,PFE,HOLD,0.0317,0.0,1.2717
LLM (DeepSeek),2025-08-05,AMD,BUY,-0.0531,-0.0541,1.2029
LLM (DeepSeek),2025-08-05,UBER,HOLD,0.0175,0.0,1.2029
LLM (DeepSeek),2025-08-05,DIS,HOLD,-0.0214,-0.0,1.2029
LLM (DeepSeek),2025-08-06,ABNB,HOLD,-0.0775,-0.0,1.2029
LLM (DeepSeek),2025-08-06,NVO,SELL,0.0679,-0.0689,1.12
LLM (DeepSeek),2025-08-07,AMKBY,BUY,0.0087,0.0077,1.1285
LLM (DeepSeek),2025-08-20,LOW,HOLD,-0.0041,-0.0,1.1285
LLM (DeepSeek),2025-08-20,WMT,HOLD,-0.0308,-0.0,1.1285
LLM (DeepSeek),2025-08-20,TGT,HOLD,-0.0021,-0.0,1.1285
LLM (DeepSeek),2025-08-27,NVDA,BUY,-0.0043,-0.0053,1.1226
LLM (DeepSeek),2025-09-18,FDX,HOLD,0.008,0.0,1.1226
LLM (DeepSeek),2025-10-09,PEP,HOLD,0.0063,0.0,1.1226
LLM (DeepSeek),2025-10-13,GS,BUY,-0.0284,-0.0294,1.0896
LLM (DeepSeek),2025-10-14,C,HOLD,0.0135,0.0,1.0896
LLM (DeepSeek),2025-10-14,BAC,HOLD,0.0296,0.0,1.0896
LLM (DeepSeek),2025-10-14,JPM,HOLD,0.0143,0.0,1.0896
LLM (DeepSeek),2025-10-15,SCHW,HOLD,0.0047,0.0,1.0896
LLM (DeepSeek),2025-10-15,UAL,BUY,-0.0107,-0.0117,1.0769
LLM (DeepSeek),2025-10-21,NFLX,HOLD,-0.0793,-0.0,1.0769
LLM (DeepSeek),2025-10-21,LMT,BUY,0.004,0.003,1.0801
LLM (DeepSeek),2025-10-22,TSLA,HOLD,-0.0432,-0.0,1.0801
LLM (DeepSeek),2025-10-22,BCS,BUY,0.0194,0.0184,1.1
LLM (DeepSeek),2025-10-29,CVS,BUY,-0.0561,-0.0571,1.0372
LLM (DeepSeek),2025-10-29,LLY,BUY,0.0295,0.0285,1.0667
LLM (DeepSeek),2025-10-29,META,SELL,-0.1098,0.1088,1.1827
LLM (DeepSeek),2025-10-29,BA,SELL,-0.0167,0.0157,1.2013
LLM (DeepSeek),2025-10-29,MSFT,HOLD,-0.0204,-0.0,1.2013
LLM (DeepSeek),2025-10-30,AMZN,SELL,0.1222,-0.1232,1.0533
LLM (DeepSeek),2025-10-30,AAPL,BUY,0.0206,0.0196,1.0739
LLM (DeepSeek),2025-10-30,COIN,BUY,0.0228,0.0218,1.0973
LLM (DeepSeek),2025-11-05,AMKBY,BUY,-0.0556,-0.0566,1.0353
LLM (DeepSeek),2025-11-05,NVO,SELL,-0.0148,0.0138,1.0495
LLM (DeepSeek),2025-11-06,ABNB,HOLD,0.0412,0.0,1.0495
LLM (DeepSeek),2025-11-12,DIS,BUY,-0.0665,-0.0675,0.9787
LLM (DeepSeek),2025-11-19,LOW,SELL,-0.0014,0.0004,0.9791
LLM (DeepSeek),2025-11-19,NVDA,BUY,0.0506,0.0496,1.0276
LLM (DeepSeek),2025-11-19,WMT,BUY,0.0331,0.0321,1.0606
LLM (DeepSeek),2025-11-19,TGT,SELL,0.0008,-0.0018,1.0586
LLM (DeepSeek),2025-12-11,LULU,SELL,0.094,-0.095,0.9581
LLM (DeepSeek),2025-12-18,FDX,BUY,-0.0525,-0.0535,0.9069
LLM (DeepSeek),2026-01-13,BAC,HOLD,-0.0304,-0.0,0.9069
LLM (DeepSeek),2026-01-13,JPM,HOLD,-0.0087,-0.0,0.9069
LLM (DeepSeek),2026-01-14,C,HOLD,0.0128,0.0,0.9069
LLM (DeepSeek),2026-01-14,GS,BUY,-0.0083,-0.0093,0.8984
LLM (DeepSeek),2026-01-20,SCHW,BUY,0.0034,0.0024,0.9005
LLM (DeepSeek),2026-01-20,NFLX,BUY,-0.0543,-0.0553,0.8507
LLM (DeepSeek),2026-01-20,UAL,BUY,0.0311,0.0301,0.8764
LLM (DeepSeek),2026-01-26,BA,HOLD,-0.0239,-0.0,0.8764
LLM (DeepSeek),2026-01-27,MC.PA,HOLD,-0.0565,-0.0,0.8764
LLM (DeepSeek),2026-01-28,IBM,BUY,0.0806,0.0796,0.9461
LLM (DeepSeek),2026-01-28,META,BUY,0.1027,0.1017,1.0423
LLM (DeepSeek),2026-01-28,TSLA,BUY,0.0147,0.0137,1.0566
LLM (DeepSeek),2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0566
LLM (DeepSeek),2026-01-29,LMT,BUY,-0.0024,-0.0034,1.053
LLM (DeepSeek),2026-02-02,PFE,HOLD,-0.0488,-0.0,1.053
LLM (DeepSeek),2026-02-03,AMD,BUY,-0.112,-0.113,0.934
LLM (DeepSeek),2026-02-03,LLY,BUY,0.0714,0.0704,0.9998
LLM (DeepSeek),2026-02-03,UBER,HOLD,-0.0296,-0.0,0.9998
LLM (DeepSeek),2026-02-03,PEP,HOLD,0.0125,0.0,0.9998
LLM (DeepSeek),2026-02-03,NVO,SELL,-0.0468,0.0458,1.0456
LLM (DeepSeek),2026-02-05,AMZN,SELL,-0.0898,0.0888,1.1384
LLM (DeepSeek),2026-02-10,CVS,HOLD,0.0,0.0,1.1384
LLM (DeepSeek),2026-02-10,KO,HOLD,0.0009,0.0,1.1384
LLM (DeepSeek),2026-02-10,F,HOLD,0.0038,0.0,1.1384
LLM (DeepSeek),2026-02-11,MCD,HOLD,0.0205,0.0,1.1384
LLM (DeepSeek),2026-02-12,ABNB,BUY,0.0905,0.0895,1.2403
LLM (DeepSeek),2026-02-12,COIN,HOLD,0.0894,0.0,1.2403
LLM (DeepSeek),2026-02-18,WMT,HOLD,0.0148,0.0,1.2403
LLM (DeepSeek),2026-02-25,LOW,HOLD,0.0012,0.0,1.2403
LLM (DeepSeek),2026-03-17,LULU,SELL,-0.0077,0.0067,1.2486
LLM (DeepSeek),2026-03-19,FDX,BUY,0.0694,0.0684,1.3341
LLM (DeepSeek),2026-04-10,GS,HOLD,-0.0355,-0.0,1.3341
LLM (DeepSeek),2026-04-15,SCHW,HOLD,-0.0449,-0.0,1.3341
LLM (DeepSeek),2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.3341
LLM (DeepSeek),2026-04-16,PEP,HOLD,-0.0008,-0.0,1.3341
LLM (DeepSeek),2026-04-22,IBM,BUY,-0.0778,-0.0788,1.2289
LLM (DeepSeek),2026-04-22,TSLA,HOLD,-0.0316,-0.0,1.2289
LLM (DeepSeek),2026-04-28,KO,BUY,0.0003,-0.0007,1.228
LLM (DeepSeek),2026-04-28,BCS,HOLD,0.0043,0.0,1.228
LLM (DeepSeek),2026-04-29,AMZN,BUY,0.0385,0.0375,1.2741
LLM (DeepSeek),2026-04-29,LLY,BUY,0.0559,0.0549,1.344
LLM (DeepSeek),2026-04-29,META,SELL,-0.0744,0.0734,1.4427
LLM (DeepSeek),2026-04-29,F,BUY,-0.0562,-0.0572,1.3601
LLM (DeepSeek),2026-05-04,PFE,HOLD,0.0112,0.0,1.3601
LLM (DeepSeek),2026-05-05,AMD,BUY,0.1526,0.1516,1.5664
LLM (DeepSeek),2026-05-05,UBER,HOLD,0.0618,0.0,1.5664
LLM (DeepSeek),2026-05-06,CVS,BUY,0.0016,0.0006,1.5673
LLM (DeepSeek),2026-05-07,ABNB,BUY,-0.0167,-0.0177,1.5397
LLM (DeepSeek),2026-05-07,COIN,HOLD,-0.0358,-0.0,1.5397
LLM (DeepSeek),2026-05-07,MCD,HOLD,0.0046,0.0,1.5397
LLM (DeepSeek),2026-05-20,LOW,HOLD,-0.0149,-0.0,1.5397
LLM (DeepSeek),2026-05-20,WMT,HOLD,-0.0492,-0.0,1.5397
LLM (DeepSeek),2026-05-20,TGT,HOLD,-0.0123,-0.0,1.5397
LLM (DeepSeek),2026-05-21,LOW,HOLD,-0.0009,-0.0,1.5397
LLM (DeepSeek),2026-06-04,LULU,SELL,-0.116,0.115,1.7167
LLM (DeepSeek),2026-06-23,FDX,BUY,-0.0078,-0.0088,1.7016
LLM (DeepSeek),2026-07-09,PEP,HOLD,-0.0145,-0.0,1.7016
LLM (DeepSeek),2026-07-13,GS,HOLD,0.0374,0.0,1.7016
baseline: always-long,2014-02-28,AMKBY,BUY,-0.0293,-0.0303,0.9697
baseline: always-long,2023-04-25,PEP,BUY,-0.0065,-0.0075,0.9625
baseline: always-long,2023-07-13,PEP,BUY,0.0018,0.0008,0.9632
baseline: always-long,2023-10-10,PEP,BUY,0.0038,0.0028,0.9659
baseline: always-long,2024-02-09,PEP,BUY,0.0011,0.0001,0.966
baseline: always-long,2024-04-23,PEP,BUY,-0.0159,-0.0169,0.9496
baseline: always-long,2024-07-11,PEP,BUY,0.0062,0.0052,0.9545
baseline: always-long,2024-10-01,NKE,BUY,-0.07,-0.071,0.8868
baseline: always-long,2024-10-08,PEP,BUY,-0.0061,-0.0071,0.8805
baseline: always-long,2024-10-30,MSFT,BUY,-0.0397,-0.0407,0.8447
baseline: always-long,2024-12-19,NKE,BUY,-0.0148,-0.0158,0.8313
baseline: always-long,2025-01-21,NFLX,BUY,0.1475,0.1465,0.9531
baseline: always-long,2025-01-29,MSFT,BUY,-0.0533,-0.0543,0.9014
baseline: always-long,2025-02-04,PEP,BUY,-0.0007,-0.0017,0.8999
baseline: always-long,2025-02-05,AMKBY,BUY,0.02,0.019,0.917
baseline: always-long,2025-02-10,MCD,BUY,-0.0034,-0.0044,0.9129
baseline: always-long,2025-02-26,NVDA,BUY,0.0284,0.0274,0.9379
baseline: always-long,2025-03-20,NKE,BUY,-0.0734,-0.0744,0.8682
baseline: always-long,2025-04-10,JPM,BUY,-0.0035,-0.0045,0.8642
baseline: always-long,2025-04-11,GS,BUY,0.0315,0.0305,0.8906
baseline: always-long,2025-04-15,C,BUY,-0.0197,-0.0207,0.8721
baseline: always-long,2025-04-15,BAC,BUY,-0.0032,-0.0042,0.8684
baseline: always-long,2025-04-15,UAL,BUY,0.0394,0.0384,0.9018
baseline: always-long,2025-04-16,SCHW,BUY,0.026,0.025,0.9244
baseline: always-long,2025-04-17,NFLX,BUY,0.0117,0.0107,0.9343
baseline: always-long,2025-04-22,LMT,BUY,0.0106,0.0096,0.9433
baseline: always-long,2025-04-23,BA,BUY,-0.0068,-0.0078,0.9359
baseline: always-long,2025-04-24,PEP,BUY,0.0012,0.0002,0.9361
baseline: always-long,2025-04-28,PFE,BUY,-0.0095,-0.0105,0.9263
baseline: always-long,2025-04-29,HLT,BUY,-0.0149,-0.0159,0.9116
baseline: always-long,2025-05-06,UBER,BUY,-0.0315,-0.0325,0.882
baseline: always-long,2025-05-07,DIS,BUY,0.0184,0.0174,0.8974
baseline: always-long,2025-05-07,NVO,BUY,-0.0242,-0.0252,0.8747
baseline: always-long,2025-05-14,WMT,BUY,-0.0261,-0.0271,0.851
baseline: always-long,2025-05-21,TGT,BUY,-0.009,-0.01,0.8425
baseline: always-long,2025-05-28,NVDA,BUY,0.0552,0.0542,0.8882
baseline: always-long,2025-07-15,C,BUY,0.0083,0.0073,0.8947
baseline: always-long,2025-07-15,GS,BUY,0.0085,0.0075,0.9014
baseline: always-long,2025-07-15,BAC,BUY,0.002,0.001,0.9023
baseline: always-long,2025-07-15,JPM,BUY,0.0065,0.0055,0.9072
baseline: always-long,2025-07-16,UAL,BUY,0.0387,0.0377,0.9414
baseline: always-long,2025-07-17,SCHW,BUY,0.028,0.027,0.9668
baseline: always-long,2025-07-17,NFLX,BUY,-0.0253,-0.0263,0.9414
baseline: always-long,2025-07-17,PEP,BUY,0.0056,0.0046,0.9458
baseline: always-long,2025-07-22,KO,BUY,0.0,-0.001,0.9448
baseline: always-long,2025-07-22,LMT,BUY,0.0074,0.0064,0.9508
baseline: always-long,2025-07-23,IBM,BUY,-0.0736,-0.0746,0.8798
baseline: always-long,2025-07-23,HLT,BUY,-0.0015,-0.0025,0.8776
baseline: always-long,2025-07-24,MC.PA,BUY,-0.0113,-0.0123,0.8668
baseline: always-long,2025-07-29,BA,BUY,0.0078,0.0068,0.8727
baseline: always-long,2025-07-29,BCS,BUY,-0.0046,-0.0056,0.8679
baseline: always-long,2025-07-30,F,BUY,-0.0097,-0.0107,0.8586
baseline: always-long,2025-07-31,AAPL,BUY,0.0159,0.0149,0.8714
baseline: always-long,2025-07-31,CVS,BUY,0.0035,0.0025,0.8736
baseline: always-long,2025-08-04,PFE,BUY,0.0317,0.0307,0.9004
baseline: always-long,2025-08-05,AMD,BUY,-0.0531,-0.0541,0.8517
baseline: always-long,2025-08-05,UBER,BUY,0.0175,0.0165,0.8657
baseline: always-long,2025-08-05,DIS,BUY,-0.0214,-0.0224,0.8463
baseline: always-long,2025-08-06,ABNB,BUY,-0.0775,-0.0785,0.7798
baseline: always-long,2025-08-06,NVO,BUY,0.0679,0.0669,0.832
baseline: always-long,2025-08-07,AMKBY,BUY,0.0087,0.0077,0.8384
baseline: always-long,2025-08-20,LOW,BUY,-0.0041,-0.0051,0.8341
baseline: always-long,2025-08-20,WMT,BUY,-0.0308,-0.0318,0.8076
baseline: always-long,2025-08-20,TGT,BUY,-0.0021,-0.0031,0.8051
baseline: always-long,2025-08-27,NVDA,BUY,-0.0043,-0.0053,0.8008
baseline: always-long,2025-09-18,FDX,BUY,0.008,0.007,0.8064
baseline: always-long,2025-10-09,PEP,BUY,0.0063,0.0053,0.8107
baseline: always-long,2025-10-13,GS,BUY,-0.0284,-0.0294,0.7869
baseline: always-long,2025-10-14,C,BUY,0.0135,0.0125,0.7968
baseline: always-long,2025-10-14,BAC,BUY,0.0296,0.0286,0.8196
baseline: always-long,2025-10-14,JPM,BUY,0.0143,0.0133,0.8304
baseline: always-long,2025-10-15,SCHW,BUY,0.0047,0.0037,0.8335
baseline: always-long,2025-10-15,UAL,BUY,-0.0107,-0.0117,0.8238
baseline: always-long,2025-10-21,NFLX,BUY,-0.0793,-0.0803,0.7576
baseline: always-long,2025-10-21,LMT,BUY,0.004,0.003,0.7599
baseline: always-long,2025-10-22,TSLA,BUY,-0.0432,-0.0442,0.7263
baseline: always-long,2025-10-22,BCS,BUY,0.0194,0.0184,0.7396
baseline: always-long,2025-10-29,CVS,BUY,-0.0561,-0.0571,0.6974
baseline: always-long,2025-10-29,LLY,BUY,0.0295,0.0285,0.7172
baseline: always-long,2025-10-29,META,BUY,-0.1098,-0.1108,0.6378
baseline: always-long,2025-10-29,BA,BUY,-0.0167,-0.0177,0.6265
baseline: always-long,2025-10-29,MSFT,BUY,-0.0204,-0.0214,0.6131
baseline: always-long,2025-10-30,AMZN,BUY,0.1222,0.1212,0.6874
baseline: always-long,2025-10-30,AAPL,BUY,0.0206,0.0196,0.7009
baseline: always-long,2025-10-30,COIN,BUY,0.0228,0.0218,0.7161
baseline: always-long,2025-11-05,AMKBY,BUY,-0.0556,-0.0566,0.6756
baseline: always-long,2025-11-05,NVO,BUY,-0.0148,-0.0158,0.665
baseline: always-long,2025-11-06,ABNB,BUY,0.0412,0.0402,0.6917
baseline: always-long,2025-11-12,DIS,BUY,-0.0665,-0.0675,0.645
baseline: always-long,2025-11-19,LOW,BUY,-0.0014,-0.0024,0.6435
baseline: always-long,2025-11-19,NVDA,BUY,0.0506,0.0496,0.6754
baseline: always-long,2025-11-19,WMT,BUY,0.0331,0.0321,0.697
baseline: always-long,2025-11-19,TGT,BUY,0.0008,-0.0002,0.6969
baseline: always-long,2025-12-11,LULU,BUY,0.094,0.093,0.7617
baseline: always-long,2025-12-18,FDX,BUY,-0.0525,-0.0535,0.721
baseline: always-long,2026-01-13,BAC,BUY,-0.0304,-0.0314,0.6983
baseline: always-long,2026-01-13,JPM,BUY,-0.0087,-0.0097,0.6916
baseline: always-long,2026-01-14,C,BUY,0.0128,0.0118,0.6998
baseline: always-long,2026-01-14,GS,BUY,-0.0083,-0.0093,0.6932
baseline: always-long,2026-01-20,SCHW,BUY,0.0034,0.0024,0.6949
baseline: always-long,2026-01-20,NFLX,BUY,-0.0543,-0.0553,0.6565
baseline: always-long,2026-01-20,UAL,BUY,0.0311,0.0301,0.6762
baseline: always-long,2026-01-26,BA,BUY,-0.0239,-0.0249,0.6594
baseline: always-long,2026-01-27,MC.PA,BUY,-0.0565,-0.0575,0.6215
baseline: always-long,2026-01-28,IBM,BUY,0.0806,0.0796,0.6709
baseline: always-long,2026-01-28,META,BUY,0.1027,0.1017,0.7392
baseline: always-long,2026-01-28,TSLA,BUY,0.0147,0.0137,0.7493
baseline: always-long,2026-01-29,AAPL,BUY,-0.012,-0.013,0.7396
baseline: always-long,2026-01-29,LMT,BUY,-0.0024,-0.0034,0.737
baseline: always-long,2026-02-02,PFE,BUY,-0.0488,-0.0498,0.7003
baseline: always-long,2026-02-03,AMD,BUY,-0.112,-0.113,0.6212
baseline: always-long,2026-02-03,LLY,BUY,0.0714,0.0704,0.6649
baseline: always-long,2026-02-03,UBER,BUY,-0.0296,-0.0306,0.6446
baseline: always-long,2026-02-03,PEP,BUY,0.0125,0.0115,0.652
baseline: always-long,2026-02-03,NVO,BUY,-0.0468,-0.0478,0.6208
baseline: always-long,2026-02-05,AMZN,BUY,-0.0898,-0.0908,0.5645
baseline: always-long,2026-02-10,CVS,BUY,0.0,-0.001,0.5639
baseline: always-long,2026-02-10,KO,BUY,0.0009,-0.0001,0.5639
baseline: always-long,2026-02-10,F,BUY,0.0038,0.0028,0.5654
baseline: always-long,2026-02-11,MCD,BUY,0.0205,0.0195,0.5765
baseline: always-long,2026-02-12,ABNB,BUY,0.0905,0.0895,0.6281
baseline: always-long,2026-02-12,COIN,BUY,0.0894,0.0884,0.6836
baseline: always-long,2026-02-18,WMT,BUY,0.0148,0.0138,0.693
baseline: always-long,2026-02-25,LOW,BUY,0.0012,0.0002,0.6932
baseline: always-long,2026-03-17,LULU,BUY,-0.0077,-0.0087,0.6872
baseline: always-long,2026-03-19,FDX,BUY,0.0694,0.0684,0.7342
baseline: always-long,2026-04-10,GS,BUY,-0.0355,-0.0365,0.7073
baseline: always-long,2026-04-15,SCHW,BUY,-0.0449,-0.0459,0.6748
baseline: always-long,2026-04-16,NFLX,BUY,-0.1059,-0.1069,0.6027
baseline: always-long,2026-04-16,PEP,BUY,-0.0008,-0.0018,0.6016
baseline: always-long,2026-04-22,IBM,BUY,-0.0778,-0.0788,0.5542
baseline: always-long,2026-04-22,TSLA,BUY,-0.0316,-0.0326,0.5362
baseline: always-long,2026-04-28,KO,BUY,0.0003,-0.0007,0.5358
baseline: always-long,2026-04-28,BCS,BUY,0.0043,0.0033,0.5376
baseline: always-long,2026-04-29,AMZN,BUY,0.0385,0.0375,0.5577
baseline: always-long,2026-04-29,LLY,BUY,0.0559,0.0549,0.5883
baseline: always-long,2026-04-29,META,BUY,-0.0744,-0.0754,0.544
baseline: always-long,2026-04-29,F,BUY,-0.0562,-0.0572,0.5128
baseline: always-long,2026-05-04,PFE,BUY,0.0112,0.0102,0.5181
baseline: always-long,2026-05-05,AMD,BUY,0.1526,0.1516,0.5966
baseline: always-long,2026-05-05,UBER,BUY,0.0618,0.0608,0.6329
baseline: always-long,2026-05-06,CVS,BUY,0.0016,0.0006,0.6333
baseline: always-long,2026-05-07,ABNB,BUY,-0.0167,-0.0177,0.6221
baseline: always-long,2026-05-07,COIN,BUY,-0.0358,-0.0368,0.5992
baseline: always-long,2026-05-07,MCD,BUY,0.0046,0.0036,0.6014
baseline: always-long,2026-05-20,LOW,BUY,-0.0149,-0.0159,0.5918
baseline: always-long,2026-05-20,WMT,BUY,-0.0492,-0.0502,0.5621
baseline: always-long,2026-05-20,TGT,BUY,-0.0123,-0.0133,0.5546
baseline: always-long,2026-05-21,LOW,BUY,-0.0009,-0.0019,0.5536
baseline: always-long,2026-06-04,LULU,BUY,-0.116,-0.117,0.4888
baseline: always-long,2026-06-23,FDX,BUY,-0.0078,-0.0088,0.4845
baseline: always-long,2026-07-09,PEP,BUY,-0.0145,-0.0155,0.477
baseline: always-long,2026-07-13,GS,BUY,0.0374,0.0364,0.4943
baseline: always-flat,2014-02-28,AMKBY,HOLD,-0.0293,-0.0,1.0
baseline: always-flat,2023-04-25,PEP,HOLD,-0.0065,-0.0,1.0
baseline: always-flat,2023-07-13,PEP,HOLD,0.0018,0.0,1.0
baseline: always-flat,2023-10-10,PEP,HOLD,0.0038,0.0,1.0
baseline: always-flat,2024-02-09,PEP,HOLD,0.0011,0.0,1.0
baseline: always-flat,2024-04-23,PEP,HOLD,-0.0159,-0.0,1.0
baseline: always-flat,2024-07-11,PEP,HOLD,0.0062,0.0,1.0
baseline: always-flat,2024-10-01,NKE,HOLD,-0.07,-0.0,1.0
baseline: always-flat,2024-10-08,PEP,HOLD,-0.0061,-0.0,1.0
baseline: always-flat,2024-10-30,MSFT,HOLD,-0.0397,-0.0,1.0
baseline: always-flat,2024-12-19,NKE,HOLD,-0.0148,-0.0,1.0
baseline: always-flat,2025-01-21,NFLX,HOLD,0.1475,0.0,1.0
baseline: always-flat,2025-01-29,MSFT,HOLD,-0.0533,-0.0,1.0
baseline: always-flat,2025-02-04,PEP,HOLD,-0.0007,-0.0,1.0
baseline: always-flat,2025-02-05,AMKBY,HOLD,0.02,0.0,1.0
baseline: always-flat,2025-02-10,MCD,HOLD,-0.0034,-0.0,1.0
baseline: always-flat,2025-02-26,NVDA,HOLD,0.0284,0.0,1.0
baseline: always-flat,2025-03-20,NKE,HOLD,-0.0734,-0.0,1.0
baseline: always-flat,2025-04-10,JPM,HOLD,-0.0035,-0.0,1.0
baseline: always-flat,2025-04-11,GS,HOLD,0.0315,0.0,1.0
baseline: always-flat,2025-04-15,C,HOLD,-0.0197,-0.0,1.0
baseline: always-flat,2025-04-15,BAC,HOLD,-0.0032,-0.0,1.0
baseline: always-flat,2025-04-15,UAL,HOLD,0.0394,0.0,1.0
baseline: always-flat,2025-04-16,SCHW,HOLD,0.026,0.0,1.0
baseline: always-flat,2025-04-17,NFLX,HOLD,0.0117,0.0,1.0
baseline: always-flat,2025-04-22,LMT,HOLD,0.0106,0.0,1.0
baseline: always-flat,2025-04-23,BA,HOLD,-0.0068,-0.0,1.0
baseline: always-flat,2025-04-24,PEP,HOLD,0.0012,0.0,1.0
baseline: always-flat,2025-04-28,PFE,HOLD,-0.0095,-0.0,1.0
baseline: always-flat,2025-04-29,HLT,HOLD,-0.0149,-0.0,1.0
baseline: always-flat,2025-05-06,UBER,HOLD,-0.0315,-0.0,1.0
baseline: always-flat,2025-05-07,DIS,HOLD,0.0184,0.0,1.0
baseline: always-flat,2025-05-07,NVO,HOLD,-0.0242,-0.0,1.0
baseline: always-flat,2025-05-14,WMT,HOLD,-0.0261,-0.0,1.0
baseline: always-flat,2025-05-21,TGT,HOLD,-0.009,-0.0,1.0
baseline: always-flat,2025-05-28,NVDA,HOLD,0.0552,0.0,1.0
baseline: always-flat,2025-07-15,C,HOLD,0.0083,0.0,1.0
baseline: always-flat,2025-07-15,GS,HOLD,0.0085,0.0,1.0
baseline: always-flat,2025-07-15,BAC,HOLD,0.002,0.0,1.0
baseline: always-flat,2025-07-15,JPM,HOLD,0.0065,0.0,1.0
baseline: always-flat,2025-07-16,UAL,HOLD,0.0387,0.0,1.0
